Taxa_abr,Nstudy,Study,StudyYear,SuccStage,Mean.Age,Name,MeanHabitaSites,MeanRefForest,PreviousLandUse,Country,Site,Mean_Longitude,Mean_Latitude,Mean_Elevation,Mean_Rainfall,Zoogeographical_Realm_Holt_etal_2013,Zoogeographical_Region_Holt_etal_2013,Olson Biogeographic Realm,Continent_Island,Biome,Ai,Ak,RRR,List,Dissim,Si,Sk,RRS,BGroupOverall,BGroupBRealm,BGroupBiome,BGroupContIsla,Taxa,NStudyTaxa,FSpi,FSpk,RRFSp,Ini,Ink,RRIn,SDi,SDk,RRSD,Gri,Grk,RRGr,Pri,Prk,RRPr,Poi,Pok,RRPo,Sci,Sck,RRSc,Gzi,Gzk,RRGz,PatchPtoA5,PatchPtoA10,PatchPtoA25,PatchPtoA50,PatchPtoA75,PatchPtoA100,PatchArea5,PatchArea10,PatchArea25,PatchArea50,PatchArea75,PatchArea100,nPatches5,nPatches10,nPatches25,nPatches50,nPatches75,nPatches100,p.Forest5km,p.Forest10km,p.Forest25km,p.Forest50km,p.Forest75km,p.Forest100km
A,11,Urbina_etal,2006,ES,0,11A_Urbina_etal_2006_ES,Pasture,Interior_Forest,pasture,Mexico,Los_Tuxtlas,-95.1,18.533333,1600,4964,PN_Panamanian,Pa_Panamanian,Neotropic,Continent,Moist,12,13,-0.080042708,Y,0.52,0.48,1,-0.733969175,AmphibiansES,PN_PanamanianAmphibiansES,MoistAmphibiansES,ContinentAmphibiansES,Amphibians,11,1,3,-1.098612289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007230825,0.006488996,0.007009349,0.007343767,0.007556308,0.007486287,5579496.452,4821639.715,4380596.388,3207448.234,2023026.908,1493035.584,4,17,66,183,345,641,0.285543608,0.261844771,0.147738136,0.075127637,0.039725745,0.030842053
A,12,Barlow_etal_b,2007,YSF,17,12A_Barlow_etal_b_2007_YSF,secondary_Forest,Primary_Forest,plantation,Brazil,Jari_River,-52.5,-0.975,100,2115,NT_Neotropical,Am_Amazonian,Neotropic,Continent,Moist,14,22,-0.451985124,N,NA,NA,NA,NA,AmphibiansYSF,NT_NeotropicalAmphibiansYSF,MoistAmphibiansYSF,ContinentAmphibiansYSF,Amphibians,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000771726,0.006558096,0.006638097,0.007287019,0.007216177,0.007452457,73074717.85,36384738.38,87862845.58,181185634.6,82294525.09,67914362.12,1,7,19,39,180,377,0.928594896,0.812438363,0.85526656,0.90556865,0.843948053,0.820753788
A,13,Gardner_etal,2007,YSF,17,13A_Gardner_etal_2007_YSF,Area55.56.75.86.91,Bituba.Quaruba.Pacanari.Castanhal.Estacao,plantation,Brazil,Jari_River,-52.5,-0.975,100,2115,NT_Neotropical,Am_Amazonian,Neotropic,Continent,Moist,8.2,9.2,-0.11506933,N,NA,NA,NA,NA,AmphibiansYSF,NT_NeotropicalAmphibiansYSF,MoistAmphibiansYSF,ContinentAmphibiansYSF,Amphibians,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000771726,0.006558096,0.006638097,0.007287019,0.007216177,0.007452457,73074717.85,36384738.38,87862845.58,181185634.6,82294525.09,67914362.12,1,7,19,39,180,377,0.928594896,0.812438363,0.85526656,0.90556865,0.843948053,0.820753788
A,14,King_etal,2007,ES,0,14A_King_etal_2007_ES,Pasture,Primary_Forest,pasture,Nicaragua,Siuna,-85.833333,13.666667,385,NA,PN_Panamanian,Pa_Panamanian,Neotropic,Continent,Moist,1,6,-1.791759469,Y,0.7142857,0.2857143,1,-1.252762918,AmphibiansES,PN_PanamanianAmphibiansES,MoistAmphibiansES,ContinentAmphibiansES,Amphibians,14,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007979056,0.007362141,0.007579674,0.007584487,0.007613599,NA,969750.9668,4992298.006,6185087.265,7322704.719,6919475.269,NA,9,83,373,830,1543,0,0.028449549,0.212880075,0.295563405,0.346114444,0.341961834
A,14,King_etal,2007,YSF,NA,14A_King_etal_2007_YSF,Secondary_Forest,Primary_Forest,slash_and_burn_agriculture,Nicaragua,Siuna,-85.833333,13.666667,385,NA,PN_Panamanian,Pa_Panamanian,Neotropic,Continent,Moist,7,6,0.15415068,Y,0.2307692,0.7692308,1,-0.262364224,AmphibiansYSF,PN_PanamanianAmphibiansYSF,MoistAmphibiansYSF,ContinentAmphibiansYSF,Amphibians,14,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007979056,0.007362141,0.007579674,0.007584487,0.007613599,NA,969750.9668,4992298.006,6185087.265,7322704.719,6919475.269,NA,9,83,373,830,1543,0,0.028449549,0.212880075,0.295563405,0.346114444,0.341961834
A,15,Rios_&_Aide,2007,ES,0,15A_Rios_&_Aide_2007_ES,Deforested.Valley,Karst_hilltop.Karst_hillside,pasture,Puerto Rico,Sabana_seca,-66.2,18.45,100,1700,PN_Panamanian,Pa_Panamanian,Neotropic,Island,Moist,4,3,0.287682072,Y,0.4285714,0.5714286,1,-0.559615738,AmphibiansES,PN_PanamanianAmphibiansES,MoistAmphibiansES,IslandAmphibiansES,Amphibians,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007604029,0.007538264,0.007095471,0.007142572,0.007203254,0.007258949,507467.7789,727370.4831,6430804.449,9297770.596,8898982.588,8603209.533,6,12,47,169,294,389,0.038947204,0.02784672,0.154181532,0.201252186,0.148900913,0.107145131
A,15,Rios_&_Aide,2007,MSF,35,15A_Rios_&_Aide_2007_MSF,Old.Valley,Karst_hilltop.Karst_hillside,abandoned_agriculture,Puerto Rico,Sabana_seca,-66.2,18.45,100,1700,PN_Panamanian,Pa_Panamanian,Neotropic,Island,Moist,3,3,0,Y,0.3333333,0.6666667,1,-0.405465058,AmphibiansMSF,PN_PanamanianAmphibiansMSF,MoistAmphibiansMSF,IslandAmphibiansMSF,Amphibians,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007604029,0.007538264,0.007095471,0.007142572,0.007203254,0.007258949,507467.7789,727370.4831,6430804.449,9297770.596,8898982.588,8603209.533,6,12,47,169,294,389,0.038947204,0.02784672,0.154181532,0.201252186,0.148900913,0.107145131
A,16,de_Souza_etal,2008,ES,0,16A_de_Souza_etal_2008_ES,MTZ1.2.3,MAT1.2.3,pasture,Brazil,Reserva_Experimental_Catuaba,-67.616667,-10.066667,214,1973,NT_Neotropical,Am_Amazonian,Neotropic,Continent,Moist,9,4.67,0.656065506,Y,0.595159811,0.404840189,0.778619517,-0.654030107,AmphibiansES,NT_NeotropicalAmphibiansES,MoistAmphibiansES,ContinentAmphibiansES,Amphibians,16,1.333333333,1.333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005630661,0.005604613,0.005670891,0.00588821,0.00592504,0.005964328,3420546.345,4991742.358,7013857.585,7673905.421,17423538.68,37396790.81,4,14,53,287,478,534,0.174481977,0.224126654,0.190801748,0.282427668,0.474292768,0.639841626
A,16,de_Souza_etal,2008,YSF,5,16A_de_Souza_etal_2008_YSF,SUC1.2.3,MAT1.2.3,abandoned_agriculture,Brazil,Reserva_Experimental_Catuaba,-67.616667,-10.066667,214,1973,NT_Neotropical,Am_Amazonian,Neotropic,Continent,Moist,4.3,4.67,-0.082544049,Y,0.391951267,0.608048733,0.778619517,-0.247267469,AmphibiansYSF,NT_NeotropicalAmphibiansYSF,MoistAmphibiansYSF,ContinentAmphibiansYSF,Amphibians,16,1.333333333,1.333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005630661,0.005604613,0.005670891,0.00588821,0.00592504,0.005964328,3420546.345,4991742.358,7013857.585,7673905.421,17423538.68,37396790.81,4,14,53,287,478,534,0.174481977,0.224126654,0.190801748,0.282427668,0.474292768,0.639841626
A,17,Ribeiro_etal,2008,YSF,17,17A_Ribeiro_etal_2008_YSF,Secondary_Forest,Primary_Forest,plantation,Brazil,Jari_River,-52.5,-0.975,100,2115,NT_Neotropical,Am_Amazonian,Neotropic,Continent,Moist,14,19,-0.30538165,Y,0.3333333,0.6666667,1,-0.405465058,AmphibiansYSF,NT_NeotropicalAmphibiansYSF,MoistAmphibiansYSF,ContinentAmphibiansYSF,Amphibians,17,2,6,-1.098612289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000768058,0.007131034,0.006793237,0.007048565,0.007041056,0.007270889,72220042.79,25191547.47,92720373.8,136045368.5,95866971.86,69584406.54,1,10,18,52,155,367,0.916411127,0.802809281,0.85499702,0.906613172,0.846576052,0.818638791
A,18,Furlani_etal,2009,ES,0,18A_Furlani_etal_2009_ES,Pasture,Primary_Forest,pasture,Costa Rica,Humedale_Terraba_Sierpe,-83.566667,8.8,1.5,5000,PN_Panamanian,Pa_Panamanian,Neotropic,Continent,Moist,5,3,0.510825624,Y,0.5,0.5,1,-0.693147181,AmphibiansES,PN_PanamanianAmphibiansES,MoistAmphibiansES,ContinentAmphibiansES,Amphibians,18,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004763868,0.006083533,0.006779265,0.006902129,0.006975853,0.007086355,12727784.95,22087313.3,22138952.08,11488401.75,12797577.89,19768148.27,4,9,40,201,367,492,0.647359732,0.637076796,0.453198017,0.295857834,0.267575381,0.311694507
A,18,Furlani_etal,2009,MSF,10,18A_Furlani_etal_2009_MSF,Secondary_Forest,Primary_Forest,pasture,Costa Rica,Humedale_Terraba_Sierpe,-83.566667,8.8,1.5,5000,PN_Panamanian,Pa_Panamanian,Neotropic,Continent,Moist,5,3,0.510825624,Y,0.5,0.5,1,-0.693147181,AmphibiansMSF,PN_PanamanianAmphibiansMSF,MoistAmphibiansMSF,ContinentAmphibiansMSF,Amphibians,18,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004763868,0.006083533,0.006779265,0.006902129,0.006975853,0.007086355,12727784.95,22087313.3,22138952.08,11488401.75,12797577.89,19768148.27,4,9,40,201,367,492,0.647359732,0.637076796,0.453198017,0.295857834,0.267575381,0.311694507
A,19,Gillespie_etal,2005,YSF,NA,19A_Gillespie_etal_2005_YSF,Secondary_Forest,Minimally_disturbed_forest,pasture,Indonesia,Sulawesi_Tenggara,122.5,-5,500,2250,OR_Oriental,IM_Indo-Malay,Indo Malay,Island,Moist,7,10,-0.356674944,Y,0.2941176,0.7058824,1,-0.348306628,AmphibiansYSF,OR_OrientalAmphibiansYSF,MoistAmphibiansYSF,IslandAmphibiansYSF,Amphibians,19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006888575,0.006851235,0.006779395,0.007086002,0.007066156,0.00712762,1419382.397,1798700.106,4082446.942,5596317.502,8951961.956,11094839.07,9,29,103,291,497,648,0.162210095,0.166675766,0.215364931,0.208803302,0.253487566,0.230469712
A,20,Pardini_etal,2009,YSF,12,20A_Pardini_etal_2009_YSF,SC_Secondary_Forest,IL_Forest_interiors,pasture,Brazil,Una_Biological_Reserve_Bahia,-39.066667,-15.283333,0,2000,NT_Neotropical,Am_Amazonian,Neotropic,Continent,Moist,6.6,7.4,-0.114410351,N,NA,NA,NA,NA,AmphibiansYSF,NT_NeotropicalAmphibiansYSF,MoistAmphibiansYSF,ContinentAmphibiansYSF,Amphibians,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005760311,0.006346969,0.00708044,0.007036654,0.006929635,0.006983807,7304198.186,9903997.54,11757870.82,12198423.64,11063315.47,11624464.27,5,15,66,200,375,538,0.46026044,0.475906998,0.397156403,0.312337164,0.236193684,0.200294557
A,21,Woinarski_etal,2009,ES,0,21A_Woinarski_etal_2009_ES,Cleared,Intact_Forest,pasture,Australia,Daly_River,130.111389,-13.715278,100,1200,AU_Australian,Au_Australian,Australasia,Continent,Savannahs,0.53,0.53,0,Y,0.1428571,0.8571429,1,-0.15415063,AmphibiansES,AU_AustralianAmphibiansES,SavannahsAmphibiansES,ContinentAmphibiansES,Amphibians,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008775604,0.008204264,0.008187257,0.008102335,0.00810706,NA,207761.9205,487604.5073,417262.4345,451632.1961,423094.1134,NA,2,49,239,374,494,0,0.001151062,0.012211767,0.012757916,0.009606276,0.006689493
